trial,x_location,y_location,z_location,speed,voltage,grad,force
1245,0,0,-1.1,3,0.081334871,0.014462,-5.2
1245,0,0,-1.1,3,0.097769282,0.016599,-6.66
1245,0,0,-1.1,3,0.114532382,0.016106,-8.4
1245,0,0,-1.1,3,0.129980728,0.009861,-9.52
1245,0,0,-1.1,3,0.134253675,-0.000657,-8.38
1245,0,0,-1.1,3,0.128665975,-0.010354,-6.18
1245,0,0,-1.1,3,0.113546317,-0.020707,-4.36
1245,0,0,-1.1,3,0.087251259,-0.033855,-2.9
1245,0,0,-1.1,3,0.045836543,-0.021858,-1.44
1245,0,0,-1.1,3,0.043535725,-0.000657,-0.68
773,-15,0,-1.1,4,0.04452179,0.00378,-1.54
773,-15,0,-1.1,4,0.051095554,0.00756,-2.68
773,-15,0,-1.1,4,0.059641448,0.008875,-4.58
773,-15,0,-1.1,4,0.068844718,0.013312,-6.5
773,-15,0,-1.1,4,0.086265194,0.014955,-8.56
773,-15,0,-1.1,4,0.098755347,0.00493,-9.2
773,-15,0,-1.1,4,0.096125841,-0.008546,-6.96
773,-15,0,-1.1,4,0.081663559,-0.025802,-4.26
773,-15,0,-1.1,4,0.04452179,-0.019228,-2.4
773,-15,0,-1.1,4,0.043207037,-0.000493,-1.04
1313,-15,0,-1.1,4,0.043535725,0.001808,-0.94
1313,-15,0,-1.1,4,0.046822607,0.007067,-2.16
1313,-15,0,-1.1,4,0.057669319,0.010189,-3.88
1313,-15,0,-1.1,4,0.067201277,0.013641,-5.6
1313,-15,0,-1.1,4,0.084950441,0.015448,-7.86
1313,-15,0,-1.1,4,0.09809797,0.007395,-8.96
1313,-15,0,-1.1,4,0.099741411,-0.004273,-7.52
1313,-15,0,-1.1,4,0.089552076,-0.026952,-4.84
1313,-15,0,-1.1,4,0.045836543,-0.022844,-2.94
1313,-15,0,-1.1,4,0.043864413,-0.00115,-1.7
1313,-15,0,-1.1,4,0.043535725,0.000164,-0.52
1186,0,0,-1.4,3,0.044193102,0.001315,-0.6
1186,0,0,-1.4,3,0.046165231,0.005423,-1.3
1186,0,0,-1.4,3,0.055039813,0.010354,-2.46
1186,0,0,-1.4,3,0.066872589,0.011175,-3.98
1186,0,0,-1.4,3,0.077390612,0.011504,-5.08
1186,0,0,-1.4,3,0.089880765,0.015613,-6.52
1186,0,0,-1.4,3,0.108615993,0.018735,-7.98
1186,0,0,-1.4,3,0.127351222,0.019064,-9.32
1186,0,0,-1.4,3,0.146743828,0.018735,-11.28
1186,0,0,-1.4,3,0.16482168,0.015284,-12.8
1186,0,0,-1.4,3,0.177311833,0.006409,-13.9
1186,0,0,-1.4,3,0.177640521,-0.002136,-12.32
1186,0,0,-1.4,3,0.173038886,-0.007889,-9.42
1186,0,0,-1.4,3,0.161863486,-0.015613,-7.16
1186,0,0,-1.4,3,0.141813504,-0.021693,-5.26
1186,0,0,-1.4,3,0.11847664,-0.038457,-3.64
1186,0,0,-1.4,3,0.06490046,-0.036977,-2.22
1186,0,0,-1.4,3,0.04452179,-0.009039,-1.14
385,15,0,-0.5,5,0.046822607,0.011833,-0.36
385,15,0,-0.5,5,0.068187342,0.017256,-1.74
385,15,0,-0.5,5,0.081334871,0.005588,-3.08
385,15,0,-0.5,5,0.079362742,-0.01742,-3.18
385,15,0,-0.5,5,0.046493919,-0.017749,-1.3
1024,0,0,-1.1,1,0.043864413,-0.00115,-0.66
1024,0,0,-1.1,1,0.044193102,0.000493,-0.92
1024,0,0,-1.1,1,0.044850478,0.000822,-1.28
1024,0,0,-1.1,1,0.045836543,0.001808,-1.62
1024,0,0,-1.1,1,0.048466049,0.003616,-2.08
1024,0,0,-1.1,1,0.053067684,0.005752,-2.42
1024,0,0,-1.1,1,0.059970136,0.006409,-2.86
1024,0,0,-1.1,1,0.065886524,0.005423,-3.06
1024,0,0,-1.1,1,0.070816848,0.005259,-3.54
1024,0,0,-1.1,1,0.076404548,0.005095,-4.02
1024,0,0,-1.1,1,0.081006183,0.006245,-4.32
1024,0,0,-1.1,1,0.0888947,0.008217,-4.58
1024,0,0,-1.1,1,0.097440594,0.008217,-5.08
1024,0,0,-1.1,1,0.105329111,0.008382,-5.44
1024,0,0,-1.1,1,0.114203693,0.008875,-5.78
1024,0,0,-1.1,1,0.123078275,0.009368,-6.42
1024,0,0,-1.1,1,0.132938922,0.010189,-6.98
1024,0,0,-1.1,1,0.143456945,0.010518,-7.46
1024,0,0,-1.1,1,0.153974969,0.009696,-7.84
1024,0,0,-1.1,1,0.162849551,0.010025,-8.52
1024,0,0,-1.1,1,0.174024951,0.008382,-8.88
1024,0,0,-1.1,1,0.17961265,0.003616,-9.24
1024,0,0,-1.1,1,0.181256092,0.00115,-8.4
1024,0,0,-1.1,1,0.181913468,0,-7.64
1024,0,0,-1.1,1,0.181256092,-0.001479,-6.9
1024,0,0,-1.1,1,0.178955274,-0.003123,-6.12
1024,0,0,-1.1,1,0.175011015,-0.005588,-5.5
1024,0,0,-1.1,1,0.167779874,-0.007724,-4.98
1024,0,0,-1.1,1,0.159562669,-0.007889,-4.18
1024,0,0,-1.1,1,0.152002839,-0.008053,-3.78
1024,0,0,-1.1,1,0.143456945,-0.009696,-3.46
1024,0,0,-1.1,1,0.132610234,-0.013476,-2.98
1024,0,0,-1.1,1,0.116504511,-0.02761,-2.44
1024,0,0,-1.1,1,0.077390612,-0.034677,-2.16
1024,0,0,-1.1,1,0.047151296,-0.015941,-1.7
1024,0,0,-1.1,1,0.045507855,-0.00115,-1.38
1024,0,0,-1.1,1,0.044850478,-0.000657,-1.1
1024,0,0,-1.1,1,0.044193102,-0.000329,-0.74
863,-15,0,-1.4,4,0.044193102,0.000329,-0.54
863,-15,0,-1.4,4,0.044850478,0.004273,-1.82
863,-15,0,-1.4,4,0.052738995,0.008546,-3.1
863,-15,0,-1.4,4,0.061942266,0.010354,-4.98
863,-15,0,-1.4,4,0.073446354,0.015448,-6.8
863,-15,0,-1.4,4,0.092838959,0.020379,-9.08
863,-15,0,-1.4,4,0.114203693,0.018078,-11.48
863,-15,0,-1.4,4,0.128994663,0.010189,-13.48
863,-15,0,-1.4,4,0.134582363,0.000657,-13.3
863,-15,0,-1.4,4,0.130309416,-0.007395,-9.8
863,-15,0,-1.4,4,0.119791393,-0.016927,-6.84
863,-15,0,-1.4,4,0.096454529,-0.037635,-4.1
863,-15,0,-1.4,4,0.04452179,-0.026624,-2.22
863,-15,0,-1.4,4,0.043207037,-0.000164,-1.1
1931,-15,0,-0.6,2,0.044193102,0.000164,-0.62
1931,-15,0,-0.6,2,0.043535725,0.000164,-1.02
1931,-15,0,-0.6,2,0.04452179,0.000986,-1.7
1931,-15,0,-0.6,2,0.045507855,0.001479,-2.4
1931,-15,0,-0.6,2,0.047479984,-0.000329,-3.12
1931,-15,0,-0.6,2,0.044850478,-0.001972,-2.78
1931,-15,0,-0.6,2,0.043535725,-0.000822,-1.76
1931,-15,0,-0.6,2,0.043207037,0.007231,-1.18
343,15,0,-0.5,3,0.057998007,0.01627,-1.32
343,15,0,-0.5,3,0.075747171,0.014298,-2.36
343,15,0,-0.5,3,0.086593882,0.004273,-3.24
343,15,0,-0.5,3,0.084293065,-0.013805,-2.88
343,15,0,-0.5,3,0.058984072,-0.019886,-1.52
343,15,0,-0.5,3,0.04452179,-0.00756,-0.52
618,-15,0,-1.1,3,0.043864413,0.000164,-0.9
618,-15,0,-1.1,3,0.044850478,0.00378,-1.92
618,-15,0,-1.1,3,0.051424243,0.007395,-2.98
618,-15,0,-1.1,3,0.059641448,0.008382,-4.24
618,-15,0,-1.1,3,0.068187342,0.011833,-5.5
618,-15,0,-1.1,3,0.083307,0.01512,-7.18
618,-15,0,-1.1,3,0.098426659,0.011175,-8.7
618,-15,0,-1.1,3,0.105657799,0.002301,-8.54
618,-15,0,-1.1,3,0.103028294,-0.006081,-6.34
618,-15,0,-1.1,3,0.093496335,-0.028267,-4.4
618,-15,0,-1.1,3,0.046493919,-0.024816,-2.84
618,-15,0,-1.1,3,0.043864413,-0.001479,-1.7
618,-15,0,-1.1,3,0.043535725,0.000657,-0.78
376,0,0,-1.4,3,0.045179166,0.005095,-1.24
376,0,0,-1.4,3,0.05372506,0.009368,-2.34
376,0,0,-1.4,3,0.063914395,0.010025,-3.54
376,0,0,-1.4,3,0.073775042,0.012161,-4.56
376,0,0,-1.4,3,0.088237324,0.014134,-6
376,0,0,-1.4,3,0.102042229,0.016106,-7.22
376,0,0,-1.4,3,0.12044877,0.019393,-8.3
376,0,0,-1.4,3,0.14082744,0.017914,-9.98
376,0,0,-1.4,3,0.156275786,0.017256,-11.32
376,0,0,-1.4,3,0.175339704,0.013312,-13.1
376,0,0,-1.4,3,0.182899533,0.004766,-14.02
376,0,0,-1.4,3,0.184871662,-0.001808,-12.34
376,0,0,-1.4,3,0.179283962,-0.007395,-9.62
376,0,0,-1.4,3,0.170080692,-0.01512,-7.1
376,0,0,-1.4,3,0.149044645,-0.023501,-5.42
376,0,0,-1.4,3,0.123078275,-0.0401,-3.52
376,0,0,-1.4,3,0.068844718,-0.039114,-2.24
376,0,0,-1.4,3,0.044850478,-0.01249,-1.32
376,0,0,-1.4,3,0.043864413,-0.000493,-0.72
334,0,0,-1.1,1,0.043864413,0,-0.7
334,0,0,-1.1,1,0.043864413,0.000329,-0.7
334,0,0,-1.1,1,0.04452179,0.000822,-1.12
334,0,0,-1.1,1,0.045507855,0.001315,-1.6
334,0,0,-1.1,1,0.047151296,0.003287,-1.92
334,0,0,-1.1,1,0.052081619,0.005916,-2.26
334,0,0,-1.1,1,0.058984072,0.006245,-2.64
334,0,0,-1.1,1,0.064571772,0.005752,-2.96
334,0,0,-1.1,1,0.07048816,0.005095,-3.4
334,0,0,-1.1,1,0.074761106,0.005588,-3.78
334,0,0,-1.1,1,0.081663559,0.007395,-4.04
334,0,0,-1.1,1,0.089552076,0.008053,-4.46
334,0,0,-1.1,1,0.097769282,0.008217,-5
334,0,0,-1.1,1,0.105986488,0.00871,-5.36
334,0,0,-1.1,1,0.115189758,0.009039,-6
334,0,0,-1.1,1,0.12406434,0.009696,-6.38
334,0,0,-1.1,1,0.134582363,0.010025,-6.86
334,0,0,-1.1,1,0.144114322,0.010025,-7.38
334,0,0,-1.1,1,0.154632345,0.010847,-7.7
334,0,0,-1.1,1,0.165807745,0.010847,-8.3
334,0,0,-1.1,1,0.176325768,0.00756,-8.8
334,0,0,-1.1,1,0.180927403,0.003123,-8.96
334,0,0,-1.1,1,0.182570845,0.001315,-7.94
334,0,0,-1.1,1,0.183556909,0,-7.4
334,0,0,-1.1,1,0.182570845,-0.001643,-6.68
334,0,0,-1.1,1,0.180270027,-0.003451,-5.98
334,0,0,-1.1,1,0.175668392,-0.007231,-5.46
334,0,0,-1.1,1,0.165807745,-0.008382,-4.68
334,0,0,-1.1,1,0.158905292,-0.006902,-4.3
334,0,0,-1.1,1,0.152002839,-0.008875,-3.56
334,0,0,-1.1,1,0.141156128,-0.011011,-2.84
334,0,0,-1.1,1,0.129980728,-0.015777,-2.7
334,0,0,-1.1,1,0.109602058,-0.035005,-2.26
334,0,0,-1.1,1,0.059970136,-0.031225,-1.92
334,0,0,-1.1,1,0.047151296,-0.00756,-1.56
334,0,0,-1.1,1,0.044850478,-0.001315,-1.32
334,0,0,-1.1,1,0.04452179,-0.000493,-1.04
334,0,0,-1.1,1,0.043864413,-0.000329,-0.68
1960,0,0,-0.6,2,0.043864413,0.000493,-0.82
1960,0,0,-0.6,2,0.044850478,0.003123,-1.12
1960,0,0,-0.6,2,0.05010949,0.007889,-2.26
1960,0,0,-0.6,2,0.060627513,0.008546,-2.78
1960,0,0,-0.6,2,0.067201277,0.002136,-3.56
1960,0,0,-0.6,2,0.06490046,-0.009696,-2.98
1960,0,0,-0.6,2,0.047808672,-0.010354,-2.26
1960,0,0,-0.6,2,0.044193102,-0.001972,-1.2
1960,0,0,-0.6,2,0.043864413,-0.000329,-0.58
966,-15,0,-0.6,1,0.043535725,-0.000164,-0.74
966,-15,0,-0.6,1,0.043535725,0.000164,-0.88
966,-15,0,-0.6,1,0.043864413,0,-1.04
966,-15,0,-0.6,1,0.043535725,0.000329,-1.48
966,-15,0,-0.6,1,0.04452179,0.000493,-1.74
966,-15,0,-0.6,1,0.04452179,0.000822,-2.32
966,-15,0,-0.6,1,0.046165231,0.001808,-2.56
966,-15,0,-0.6,1,0.04813736,0,-2.92
966,-15,0,-0.6,1,0.046165231,-0.001479,-2.92
966,-15,0,-0.6,1,0.045179166,-0.000986,-2.36
966,-15,0,-0.6,1,0.044193102,-0.000493,-1.96
966,-15,0,-0.6,1,0.044193102,-0.000329,-1.8
966,-15,0,-0.6,1,0.043535725,-0.000329,-1.46
966,-15,0,-0.6,1,0.043535725,0,-1.04
966,-15,0,-0.6,1,0.043535725,-0.000164,-0.88
966,-15,0,-0.6,1,0.043207037,0.000329,-0.54
789,0,0,-0.6,2,0.044193102,0.000986,-0.72
789,0,0,-0.6,2,0.045179166,0.002794,-1.46
789,0,0,-0.6,2,0.049780801,0.007889,-2
789,0,0,-0.6,2,0.060956201,0.00871,-2.86
789,0,0,-0.6,2,0.067201277,0.001808,-3.58
789,0,0,-0.6,2,0.064571772,-0.009861,-2.86
789,0,0,-0.6,2,0.047479984,-0.010025,-2.14
789,0,0,-0.6,2,0.04452179,-0.001808,-1.32
789,0,0,-0.6,2,0.043864413,-0.000164,-0.64
630,-15,0,-1.1,5,0.044193102,0.001972,-0.66
630,-15,0,-1.1,5,0.047808672,0.007724,-2.26
630,-15,0,-1.1,5,0.059641448,0.013476,-4.2
630,-15,0,-1.1,5,0.074761106,0.01627,-6.92
630,-15,0,-1.1,5,0.092181582,0.01249,-9.02
630,-15,0,-1.1,5,0.099741411,-0.001972,-8.6
630,-15,0,-1.1,5,0.088237324,-0.027445,-5.62
630,-15,0,-1.1,5,0.044850478,-0.022351,-2.68
630,-15,0,-1.1,5,0.043535725,0.001315,-1.16
2011,15,0,-0.5,1,0.047479984,0.003944,-0.74
2011,15,0,-0.5,1,0.051424243,0.005588,-0.96
2011,15,0,-0.5,1,0.058655383,0.009039,-1.4
2011,15,0,-0.5,1,0.069502095,0.010354,-1.86
2011,15,0,-0.5,1,0.079362742,0.009532,-2.2
2011,15,0,-0.5,1,0.088566012,0.009039,-2.68
2011,15,0,-0.5,1,0.097440594,0.008053,-2.98
2011,15,0,-0.5,1,0.104671735,0.003944,-3.18
2011,15,0,-0.5,1,0.105329111,-0.000329,-2.92
2011,15,0,-0.5,1,0.104014358,-0.003123,-2.5
2011,15,0,-0.5,1,0.099084035,-0.008875,-2.22
2011,15,0,-0.5,1,0.086265194,-0.017256,-1.62
2011,15,0,-0.5,1,0.064571772,-0.018735,-1.28
2011,15,0,-0.5,1,0.048794737,-0.009039,-0.98
2011,15,0,-0.5,1,0.046493919,-0.002465,-0.66
1961,-15,0,-1.1,2,0.043864413,-0.00115,-0.64
1961,-15,0,-1.1,2,0.044193102,0,-1.26
1961,-15,0,-1.1,2,0.043864413,0.001479,-1.82
1961,-15,0,-1.1,2,0.047151296,0.004602,-2.62
1961,-15,0,-1.1,2,0.053067684,0.006081,-3.48
1961,-15,0,-1.1,2,0.05931276,0.005752,-4.1
1961,-15,0,-1.1,2,0.064571772,0.005752,-5.04
1961,-15,0,-1.1,2,0.070816848,0.00756,-5.98
1961,-15,0,-1.1,2,0.07969143,0.011833,-6.86
1961,-15,0,-1.1,2,0.0944824,0.013805,-8.1
1961,-15,0,-1.1,2,0.107301241,0.009203,-8.88
1961,-15,0,-1.1,2,0.11288894,0.002794,-8.38
1961,-15,0,-1.1,2,0.11288894,-0.001643,-6.84
1961,-15,0,-1.1,2,0.109602058,-0.005423,-5.26
1961,-15,0,-1.1,2,0.102042229,-0.013312,-3.98
1961,-15,0,-1.1,2,0.082978312,-0.028267,-3.14
1961,-15,0,-1.1,2,0.045507855,-0.019557,-2.26
1961,-15,0,-1.1,2,0.043864413,-0.000822,-1.64
1961,-15,0,-1.1,2,0.043864413,0,-1.18
1961,-15,0,-1.1,2,0.043864413,0.000164,-0.56
2046,-15,0,-1.1,1,0.044193102,0,-0.9
2046,-15,0,-1.1,1,0.043864413,-0.000164,-1.08
2046,-15,0,-1.1,1,0.043864413,0.000164,-1.54
2046,-15,0,-1.1,1,0.044193102,0.000329,-1.74
